"Wavelength, µm","k"
0.541108274,0.5851321
0.544198373,0.5816115
0.547268475,0.57798713
0.550358584,0.57434287
0.553428693,0.57110777
0.556508792,0.56762258
0.559598891,0.56396595
0.562688995,0.5603417
0.565769111,0.55705443
0.568839205,0.55359243
0.571929319,0.5503515
0.575009424,0.54659902
0.578089513,0.54338527
0.58117962,0.54046297
0.584249744,0.53649572
0.587319841,0.5335986
0.590429936,0.53031475
0.593510037,0.52696853
0.596590146,0.52379588
0.599650241,0.5203691
0.602740366,0.51723565
0.605830471,0.51411515
0.60889055,0.5111411
0.61199067,0.50782553
0.615060758,0.50453148
0.618150862,0.50161714
0.621220966,0.49840037
0.62432109,0.495502
0.62738119,0.49177653
0.630471307,0.48871505
0.633571391,0.48571297
0.636631495,0.48187324
0.639711599,0.47866272
0.642801722,0.47633385
0.645881801,0.47345308
0.648951932,0.47041557
0.65206202,0.4673322
0.655132127,0.4647368
0.658222231,0.46212707
0.661272347,0.45904644
0.664362432,0.4564104
0.667472549,0.45383407
0.670542649,0.45116893
0.673632741,0.44845337
0.676682854,0.4458602
0.679762951,0.4432304
0.682873058,0.44050819
0.685933155,0.43789839
0.68902329,0.43449646
0.692093368,0.43257184
0.695203479,0.4305167
0.698253571,0.42696855
0.701333679,0.42502602
0.704443803,0.42212369
0.707503907,0.42014795
0.710583994,0.41765803
0.713694097,0.41552884
0.71674419,0.41223141
0.719864306,0.41003742
0.722924398,0.40736571
0.726014529,0.40513759
0.729094617,0.40291981
0.732194724,0.40063065
0.735274822,0.39742819
0.738334949,0.39612495
0.741435063,0.39338331
0.744505166,0.39224172
0.747595255,0.38872869
0.750675376,0.38742465
0.753735478,0.38401037
0.75681555,0.38219272
0.759925649,0.37993277
0.76301577,0.37716797
0.766075882,0.37603652
0.769165981,0.37246005
0.772226084,0.37101531
0.775326196,0.36789324
0.778386299,0.3660093
0.781476416,0.36373306
0.784546484,0.3625208
0.787636616,0.36159936
0.790696722,0.35745435
0.793786798,0.3563972
0.796896921,0.35435483
0.799987014,0.35332855
0.803037133,0.34919558
0.806117204,0.34829138
0.80922733,0.3471576
0.812297415,0.34450519
0.815397533,0.34140883
0.818467641,0.34266165
0.821557744,0.34307408
0.824617845,0.34079987
0.827697955,0.33990745
0.830808063,0.33573598
0.833878141,0.33281938
0.836978281,0.33166103
0.840038377,0.32812859
0.843118466,0.32623144
0.846168554,0.321972
0.849298674,0.32304372
0.852338758,0.32111239
0.855448904,0.31954829
0.858528977,0.31751174
0.861579098,0.31572357
0.864699212,0.31510625
0.867789282,0.31375779
0.870829398,0.3131678
0.873899512,0.31062465
0.876989614,0.31234633
0.880109706,0.31116458
0.883179849,0.31008074
0.886269903,0.30516936
0.889320031,0.30528751
0.892400153,0.3042498
0.895490238,0.30162485
0.898600363,0.29904207
0.901680426,0.29843855
0.904770584,0.29601351
0.907810667,0.29322553
0.910880752,0.29435396
0.913970864,0.29488651
0.917080996,0.2881549
0.920141068,0.28339104
0.923231187,0.28397539
0.926331264,0.28269213
0.929381375,0.28190206
0.932461527,0.27998261
0.935561598,0.27934521
0.938671691,0.27757847
0.941741796,0.2752416
0.944821898,0.27517005
0.947861992,0.27355276
0.950982106,0.27154717
0.954062257,0.26653615
0.958084837,0.26812255
0.982069227,0.2580279
1.011108587,0.24594236
1.050239866,0.22996761
1.078434146,0.21961736
1.110322927,0.20973295
1.137113766,0.2026127
1.163523243,0.19461068
1.18320956,0.18728371
1.201105734,0.18197009
1.221427872,0.17511903
1.245388761,0.17179084
1.276565419,0.16343058
1.31315275,0.156075
1.338913016,0.14991094
1.366384642,0.1448216
1.392984344,0.1374042
1.425495353,0.13061709
1.453325577,0.12297858
1.494432372,0.11438996
1.544120347,0.10419314
1.591303846,0.094905278
1.644212642,0.086445342
1.698880579,0.07901521
1.746932913,0.073717427
1.785204804,0.069812757
1.837910179,0.064969582
1.883081013,0.061712867
1.94062203,0.057575165
1.997915867,0.053580958
2.054426298,0.050288885
2.101963904,0.047648964
2.156218913,0.045125091
2.199861381,0.044
2.429650062,0.035542688
2.543843658,0.032700097
2.663404256,0.030084847
2.788584262,0.027678756
2.919647745,0.025465097
3.056871156,0.02342848
3.200544168,0.021554744
3.350969721,0.019830864
3.508465264,0.018244855
3.673363166,0.016785689
3.850635168,0.015782936
4.027050139,0.015782936
4.210417863,0.019255941
4.415143489,0.023197436
4.508493282,0.024403204
4.628581651,0.020750324
4.853639883,0.019255941
5.061051719,0.021014864
5.307138101,0.023493174
5.55028205,0.025316393
5.834224378,0.028301987
6.036399821,0.032451552
6.097766921,0.03853364
6.135176231,0.05148646
6.17304738,0.07167016
6.211389907,0.1041965
6.250211094,0.1562722
6.289520279,0.2279973
6.309361036,0.2610739
6.31932843,0.2727183
6.32932769,0.2792993
6.339357996,0.2799534
6.349421444,0.2745244
6.369642207,0.24847
6.410472586,0.1735233
6.451830807,0.1140417
6.493725472,0.07727957
6.536168809,0.05514067
6.579169224,0.04134531
6.622740586,0.03236473
6.673694358,0.02553225
6.711635711,0.02202557
6.756985335,0.01897125
6.802950851,0.01673966
6.849546405,0.01509159
6.896785039,0.01387127
6.944678605,0.01297455
7.000236256,0.01225585
7.042490974,0.01188952
7.092438527,0.01161793
7.143098393,0.01149206
7.194488008,0.0114962
7.246621558,0.01162068
7.299516606,0.01186067
7.353189523,0.01221554
7.407657151,0.01268849
7.468926054,0.01335871
7.51905094,0.01402091
7.57601391,0.01490712
7.633845611,0.0159662
7.692567978,0.01722577
7.752199807,0.01872172
7.812763868,0.02050075
7.874282194,0.02262378
7.936775993,0.02517096
8.000270201,0.02824888
8.090888148,0.03373257
8.183582447,0.04112998
8.285283969,0.0522597
8.37730883,0.06639847
8.467685917,0.08608682
8.554608854,0.1134973
8.643333668,0.1552178
8.73128019,0.2188547
8.810869639,0.3064274
8.849857048,0.3631365
8.889189112,0.4303857
8.928872349,0.5070167
8.968912781,0.588387
9.009313289,0.6648245
9.049940689,0.7217195
9.091216137,0.7443366
9.111925058,0.7396002
9.132728539,0.7241882
9.153627232,0.6992224
9.17462179,0.6665531
9.216901153,0.5871451
9.259571991,0.502785
9.30263907,0.4244886
9.337383521,0.3694763
9.37238777,0.3217892
9.392741472,0.2974142
9.434280897,0.2544548
9.470016809,0.2237829
9.506023749,0.1977349
9.54230628,0.1755619
9.578867577,0.1566217
9.615710121,0.1403755
9.652835667,0.126377
9.6862654,0.1154655
9.727954247,0.1037194
9.765954835,0.09451012
9.804253472,0.08642702
9.842852117,0.07930141
9.881756671,0.07299358
9.920969991,0.06738733
9.960495768,0.06238558
10.00033775,0.05790694
10.10135126,0.04857438
10.2044246,0.04129355
10.41884191,0.03078254
10.58236709,0.02539562
10.73456261,0.02164866
10.8699371,0.01903021
11.00037161,0.01697502
11.18605811,0.01463484
11.37469401,0.01277318
11.54772982,0.01139875
11.69662477,0.01041032
11.84874028,0.009546873
12.00040491,0.008805243
12.25531345,0.007769175
12.52365302,0.006895485
12.7818717,0.006210854
13.00043904,0.005723277
13.33163019,0.005107971
13.62464017,0.004659802
14.00047283,0.004184699
15.00050669,0.003284638
15.49802343,0.002966013
16.0005404,0.002701535
16.5312283,0.002469603
17.00057412,0.002295948
17.58641406,0.002111566
18.00060789,0.001998705
18.50510509,0.001877166
19.0006416,0.001771988
19.5250695,0.001673411
20.0006755,0.00159354
21.53810759,0.001382963
